,IP_B,confidence,IP_A
"('11867_170',)","('192.168.220.47',)",0.8181818181818182,"('11867_170',)"
"('10708_188',)","('192.168.220.47',)",1.0,"('10708_188',)"
"('10343_76',)","('192.168.220.43',)",1.0,"('10343_76',)"
"('10760_22',)","('192.168.220.51',)",1.0,"('10760_22',)"
"('13573_212',)","('192.168.220.47',)",0.8863636363636364,"('13573_212',)"
"('13614_137',)","('192.168.220.51',)",1.0,"('13614_137',)"
"('10351_121',)","('192.168.210.47',)",1.0,"('10351_121',)"
"('11278_108',)","('192.168.220.49',)",1.0,"('11278_108',)"
"('10789_180',)","('192.168.220.45',)",1.0,"('10789_180',)"
"('13056_109',)","('192.168.210.56',)",1.0,"('13056_109',)"
"('11167_148',)","('192.168.220.48',)",1.0,"('11167_148',)"
"('11960_114',)","('192.168.220.51',)",1.0,"('11960_114',)"
"('13183_225',)","('192.168.210.49',)",0.9213483146067416,"('13183_225',)"
"('11655_159',)","('192.168.220.45',)",1.0,"('11655_159',)"
"('13978_100',)","('192.168.210.53',)",1.0,"('13978_100',)"
"('14397_183',)","('192.168.220.47',)",1.0,"('14397_183',)"
"('14403_134',)","('192.168.220.48',)",1.0,"('14403_134',)"
"('12022_13',)","('192.168.220.47',)",0.9333333333333333,"('12022_13',)"
"('10416_20',)","('192.168.220.51',)",0.8888888888888888,"('10416_20',)"
"('10003_65',)","('192.168.220.51',)",1.0,"('10003_65',)"
"('14077_128',)","('192.168.210.57',)",1.0,"('14077_128',)"
"('11961_45',)","('192.168.220.51',)",1.0,"('11961_45',)"
"('13335_86',)","('192.168.220.47',)",1.0,"('13335_86',)"
"('13698_247',)","('192.168.220.48',)",1.0,"('13698_247',)"
"('14180_39',)","('192.168.220.51',)",1.0,"('14180_39',)"
"('14575_146',)","('192.168.220.51',)",1.0,"('14575_146',)"
"('11278_140',)","('192.168.220.50',)",1.0,"('11278_140',)"
"('11796_148',)","('192.168.220.47',)",0.5217391304347826,"('11796_148',)"
"('10416_116',)","('192.168.220.46',)",1.0,"('10416_116',)"
"('13187_197',)","('192.168.210.49',)",1.0,"('13187_197',)"
"('12892_100',)","('192.168.210.46',)",1.0,"('12892_100',)"
"('12505_241',)","('192.168.220.51',)",1.0,"('12505_241',)"
"('10244_173',)","('192.168.220.51',)",1.0,"('10244_173',)"
"('10088_54',)","('192.168.220.47',)",1.0,"('10088_54',)"
"('13646_83',)","('192.168.220.51',)",1.0,"('13646_83',)"
"('11937_135',)","('192.168.220.42',)",0.6170212765957447,"('11937_135',)"
"('10718_212',)","('192.168.220.50',)",0.8936170212765957,"('10718_212',)"
"('14030_132',)","('192.168.220.51',)",1.0,"('14030_132',)"
"('14343_181',)","('192.168.210.45',)",1.0,"('14343_181',)"
"('10343_116',)","('192.168.220.45',)",1.0,"('10343_116',)"
"('13092_247',)","('192.168.220.51',)",0.8210526315789474,"('13092_247',)"
"('13179_15',)","('192.168.210.49',)",1.0,"('13179_15',)"
"('13053_117',)","('192.168.210.56',)",1.0,"('13053_117',)"
"('10310_43',)","('192.168.220.45',)",1.0,"('10310_43',)"
"('11729_11',)","('192.168.210.55',)",1.0,"('11729_11',)"
"('10708_132',)","('192.168.220.51',)",1.0,"('10708_132',)"
"('12825_75',)","('192.168.220.47',)",1.0,"('12825_75',)"
"('13130_38',)","('192.168.220.51',)",1.0,"('13130_38',)"
"('13862_58',)","('192.168.220.43',)",1.0,"('13862_58',)"
"('10088_251',)","('192.168.210.47',)",1.0,"('10088_251',)"
"('13028_129',)","('192.168.210.54',)",1.0,"('13028_129',)"
"('14371_202',)","('192.168.210.55',)",1.0,"('14371_202',)"
"('14461_162',)","('192.168.220.51',)",1.0,"('14461_162',)"
"('11278_68',)","('192.168.220.47',)",1.0,"('11278_68',)"
"('14525_191',)","('192.168.220.47',)",1.0,"('14525_191',)"
"('13146_102',)","('192.168.220.51',)",1.0,"('13146_102',)"
"('11167_76',)","('192.168.220.47',)",1.0,"('11167_76',)"
"('11413_65',)","('192.168.220.46',)",1.0,"('11413_65',)"
"('10023_204',)","('192.168.220.42',)",0.7959183673469388,"('10023_204',)"
"('10631_38',)","('192.168.220.47',)",0.7959183673469388,"('10631_38',)"
"('10489_45',)","('192.168.220.51',)",0.9591836734693877,"('10489_45',)"
"('13086_231',)","('192.168.220.45',)",1.0,"('13086_231',)"
"('10351_141',)","('192.168.220.51',)",1.0,"('10351_141',)"
"('13798_26',)","('192.168.220.42',)",1.0,"('13798_26',)"
"('12741_69',)","('192.168.220.48',)",1.0,"('12741_69',)"
"('14207_180',)","('192.168.220.51',)",1.0,"('14207_180',)"
"('10913_242',)","('192.168.220.47',)",1.0,"('10913_242',)"
"('12832_82',)","('192.168.210.47',)",1.0,"('12832_82',)"
"('10718_92',)","('192.168.220.51',)",1.0,"('10718_92',)"
"('10392_75',)","('192.168.210.49',)",0.96,"('10392_75',)"
"('12661_217',)","('192.168.220.51',)",1.0,"('12661_217',)"
"('13214_199',)","('192.168.220.46',)",1.0,"('13214_199',)"
"('13396_245',)","('192.168.220.51',)",1.0,"('13396_245',)"
"('10708_28',)","('192.168.220.47',)",1.0,"('10708_28',)"
"('13221_15',)","('192.168.220.46',)",1.0,"('13221_15',)"
"('13806_41',)","('192.168.210.53',)",1.0,"('13806_41',)"
"('14342_225',)","('192.168.210.50',)",1.0,"('14342_225',)"
"('11121_177',)","('192.168.210.55',)",1.0,"('11121_177',)"
"('10244_197',)","('192.168.220.51',)",1.0,"('10244_197',)"
"('12082_254',)","('192.168.220.47',)",1.0,"('12082_254',)"
"('14560_93',)","('192.168.220.51',)",1.0,"('14560_93',)"
"('11513_245',)","('192.168.220.47',)",1.0,"('11513_245',)"
"('10501_72',)","('192.168.220.43',)",1.0,"('10501_72',)"
"('10046_146',)","('192.168.210.53',)",1.0,"('10046_146',)"
"('10694_36',)","('192.168.220.50',)",0.9230769230769231,"('10694_36',)"
"('10272_21',)","('192.168.220.51',)",0.9615384615384616,"('10272_21',)"
"('13345_53',)","('192.168.220.51',)",1.0,"('13345_53',)"
"('13591_15',)","('192.168.220.51',)",1.0,"('13591_15',)"
"('13592_16',)","('192.168.210.52',)",1.0,"('13592_16',)"
"('14549_116',)","('192.168.210.56',)",1.0,"('14549_116',)"
"('10016_134',)","('192.168.220.51',)",1.0,"('10016_134',)"
"('14379_160',)","('192.168.220.47',)",1.0,"('14379_160',)"
"('10124_59',)","('192.168.210.47',)",0.5660377358490566,"('10124_59',)"
"('10244_154',)","('192.168.220.48',)",1.0,"('10244_154',)"
"('10471_219',)","('192.168.210.47',)",1.0,"('10471_219',)"
"('10691_154',)","('192.168.220.47',)",1.0,"('10691_154',)"
"('12429_21',)","('192.168.210.53',)",1.0,"('12429_21',)"
"('12486_30',)","('192.168.210.53',)",1.0,"('12486_30',)"
"('13150_140',)","('192.168.220.45',)",1.0,"('13150_140',)"
"('10567_88',)","('192.168.220.51',)",1.0,"('10567_88',)"
"('13400_89',)","('192.168.220.47',)",1.0,"('13400_89',)"
"('13303_79',)","('192.168.220.42',)",1.0,"('13303_79',)"
"('10272_89',)","('192.168.220.48',)",1.0,"('10272_89',)"
"('14085_44',)","('192.168.210.47',)",1.0,"('14085_44',)"
"('14178_102',)","('192.168.220.51',)",1.0,"('14178_102',)"
"('14214_97',)","('192.168.220.51',)",1.0,"('14214_97',)"
"('10694_76',)","('192.168.210.49',)",1.0,"('10694_76',)"
"('14434_151',)","('192.168.210.47',)",1.0,"('14434_151',)"
"('14467_208',)","('192.168.220.46',)",1.0,"('14467_208',)"
"('12874_236',)","('192.168.210.47',)",1.0,"('12874_236',)"
"('14379_157',)","('192.168.220.47',)",1.0,"('14379_157',)"
"('12000_238',)","('192.168.220.47',)",1.0,"('12000_238',)"
"('12106_44',)","('192.168.220.42',)",1.0,"('12106_44',)"
"('14082_110',)","('192.168.210.57',)",1.0,"('14082_110',)"
"('10586_36',)","('192.168.210.54',)",0.8392857142857143,"('10586_36',)"
"('13178_118',)","('192.168.210.49',)",1.0,"('13178_118',)"
"('13645_245',)","('192.168.220.51',)",1.0,"('13645_245',)"
"('13668_80',)","('192.168.220.47',)",1.0,"('13668_80',)"
"('12451_79',)","('192.168.220.47',)",0.9292035398230089,"('12451_79',)"
"('10789_68',)","('192.168.210.54',)",1.0,"('10789_68',)"
"('13606_208',)","('192.168.220.42',)",1.0,"('13606_208',)"
"('14391_31',)","('192.168.220.51',)",1.0,"('14391_31',)"
"('12187_131',)","('192.168.210.50',)",1.0,"('12187_131',)"
"('11697_244',)","('192.168.220.51',)",0.9391304347826087,"('11697_244',)"
"('11611_79',)","('192.168.220.51',)",0.9655172413793104,"('11611_79',)"
"('10016_230',)","('192.168.220.51',)",1.0,"('10016_230',)"
"('10310_67',)","('192.168.220.42',)",1.0,"('10310_67',)"
"('10057_233',)","('192.168.210.55',)",1.0,"('10057_233',)"
"('14558_12',)","('192.168.220.45',)",1.0,"('14558_12',)"
"('11038_118',)","('192.168.220.42',)",1.0,"('11038_118',)"
"('10694_108',)","('192.168.220.47',)",0.9830508474576272,"('10694_108',)"
"('13344_35',)","('192.168.220.51',)",1.0,"('13344_35',)"
"('14483_243',)","('192.168.210.56',)",1.0,"('14483_243',)"
"('12584_227',)","('192.168.220.51',)",1.0,"('12584_227',)"
"('13230_66',)","('192.168.210.48',)",1.0,"('13230_66',)"
"('13443_4',)","('192.168.220.51',)",1.0,"('13443_4',)"
"('10970_252',)","('192.168.210.55',)",1.0,"('10970_252',)"
"('13697_113',)","('192.168.210.48',)",1.0,"('13697_113',)"
"('14140_99',)","('192.168.220.43',)",0.9333333333333333,"('14140_99',)"
"('10708_204',)","('192.168.220.48',)",1.0,"('10708_204',)"
"('10823_230',)","('192.168.210.49',)",1.0,"('10823_230',)"
"('12933_145',)","('192.168.220.42',)",1.0,"('12933_145',)"
"('13550_195',)","('192.168.220.51',)",1.0,"('13550_195',)"
"('0.0.0.0',)","('255.255.255.255',)",1.0,"('0.0.0.0',)"
"('10824_207',)","('192.168.210.45',)",1.0,"('10824_207',)"
"('13531_96',)","('192.168.220.48',)",1.0,"('13531_96',)"
"('13910_50',)","('192.168.220.47',)",1.0,"('13910_50',)"
"('10058_121',)","('192.168.220.43',)",1.0,"('10058_121',)"
"('10759_96',)","('192.168.220.46',)",1.0,"('10759_96',)"
"('12329_36',)","('192.168.220.51',)",0.8064516129032258,"('12329_36',)"
"('13648_178',)","('192.168.220.51',)",1.0,"('13648_178',)"
"('13917_184',)","('192.168.220.50',)",1.0,"('13917_184',)"
"('14102_39',)","('192.168.210.46',)",0.967741935483871,"('14102_39',)"
"('11167_180',)","('192.168.220.45',)",1.0,"('11167_180',)"
"('10030_137',)","('192.168.210.49',)",1.0,"('10030_137',)"
"('14594_192',)","('192.168.220.51',)",1.0,"('14594_192',)"
"('10759_43',)","('192.168.220.47',)",1.0,"('10759_43',)"
"('13085_24',)","('192.168.220.49',)",1.0,"('13085_24',)"
"('14154_89',)","('192.168.210.54',)",1.0,"('14154_89',)"
"('14155_88',)","('192.168.210.54',)",1.0,"('14155_88',)"
"('10708_220',)","('192.168.220.43',)",1.0,"('10708_220',)"
"('11513_244',)","('192.168.220.47',)",1.0,"('11513_244',)"
"('13972_11',)","('192.168.220.48',)",1.0,"('13972_11',)"
"('10731_186',)","('192.168.220.47',)",1.0,"('10731_186',)"
"('12468_200',)","('192.168.220.50',)",1.0,"('12468_200',)"
"('12088_61',)","('192.168.220.51',)",1.0,"('12088_61',)"
"('10057_27',)","('192.168.220.43',)",1.0,"('10057_27',)"
"('14620_188',)","('192.168.210.48',)",1.0,"('14620_188',)"
"('12688_140',)","('192.168.220.51',)",1.0,"('12688_140',)"
"('10088_242',)","('192.168.220.48',)",1.0,"('10088_242',)"
"('10085_11',)","('192.168.220.51',)",1.0,"('10085_11',)"
"('10650_38',)","('192.168.220.47',)",1.0,"('10650_38',)"
"('10123_77',)","('192.168.220.42',)",1.0,"('10123_77',)"
"('10088_247',)","('192.168.220.46',)",1.0,"('10088_247',)"
"('10510_126',)","('192.168.220.51',)",1.0,"('10510_126',)"
"('14582_235',)","('192.168.220.43',)",1.0,"('14582_235',)"
"('11841_162',)","('192.168.210.55',)",0.9130434782608695,"('11841_162',)"
"('13227_120',)","('192.168.220.48',)",1.0,"('13227_120',)"
"('13926_197',)","('192.168.220.47',)",1.0,"('13926_197',)"
"('10016_144',)","('192.168.220.51',)",1.0,"('10016_144',)"
"('12469_84',)","('192.168.220.47',)",1.0,"('12469_84',)"
"('12692_131',)","('192.168.220.51',)",1.0,"('12692_131',)"
"('11925_110',)","('192.168.220.49',)",1.0,"('11925_110',)"
"('12969_46',)","('192.168.220.49',)",1.0,"('12969_46',)"
"('13649_250',)","('192.168.220.51',)",1.0,"('13649_250',)"
"('10158_229',)","('192.168.220.46',)",1.0,"('10158_229',)"
"('14026_241',)","('192.168.210.47',)",1.0,"('14026_241',)"
"('12056_21',)","('192.168.220.43',)",1.0,"('12056_21',)"
"('13608_204',)","('192.168.220.51',)",1.0,"('13608_204',)"
"('14131_74',)","('192.168.220.51',)",1.0,"('14131_74',)"
"('11396_48',)","('192.168.210.47',)",0.9726027397260274,"('11396_48',)"
"('10502_23',)","('192.168.220.42',)",1.0,"('10502_23',)"
"('13647_12',)","('192.168.220.51',)",1.0,"('13647_12',)"
"('11288_117',)","('192.168.220.51',)",1.0,"('11288_117',)"
"('10297_248',)","('192.168.220.51',)",0.9333333333333333,"('10297_248',)"
"('14612_94',)","('192.168.210.48',)",1.0,"('14612_94',)"
"('12045_56',)","('192.168.220.47',)",1.0,"('12045_56',)"
"('10124_17',)","('192.168.220.51',)",0.7777777777777778,"('10124_17',)"
"('12097_2',)","('192.168.220.42',)",1.0,"('12097_2',)"
"('13248_115',)","('192.168.220.50',)",1.0,"('13248_115',)"
"('12056_136',)","('192.168.220.51',)",1.0,"('12056_136',)"
"('11802_44',)","('192.168.210.54',)",1.0,"('11802_44',)"
"('13321_169',)","('192.168.220.45',)",1.0,"('13321_169',)"
"('14130_50',)","('192.168.220.51',)",1.0,"('14130_50',)"
"('10003_90',)","('192.168.220.47',)",1.0,"('10003_90',)"
"('11609_24',)","('192.168.220.51',)",1.0,"('11609_24',)"
"('12823_18',)","('192.168.220.47',)",1.0,"('12823_18',)"
"('14586_142',)","('192.168.220.43',)",1.0,"('14586_142',)"
"('10789_116',)","('192.168.210.55',)",1.0,"('10789_116',)"
"('13021_186',)","('192.168.220.51',)",1.0,"('13021_186',)"
"('10189_113',)","('192.168.220.42',)",1.0,"('10189_113',)"
"('10459_241',)","('192.168.220.51',)",1.0,"('10459_241',)"
"('12555_252',)","('192.168.210.54',)",1.0,"('12555_252',)"
"('10694_28',)","('192.168.220.51',)",0.9506172839506173,"('10694_28',)"
"('13967_220',)","('192.168.220.48',)",1.0,"('13967_220',)"
"('10938_103',)","('192.168.210.56',)",1.0,"('10938_103',)"
"('11297_166',)","('192.168.220.50',)",1.0,"('11297_166',)"
"('12357_32',)","('192.168.220.51',)",1.0,"('12357_32',)"
"('13497_67',)","('192.168.220.50',)",1.0,"('13497_67',)"
"('12468_100',)","('192.168.220.47',)",1.0,"('12468_100',)"
"('12202_86',)","('192.168.210.54',)",1.0,"('12202_86',)"
"('12691_118',)","('192.168.220.51',)",1.0,"('12691_118',)"
"('12685_236',)","('192.168.220.51',)",1.0,"('12685_236',)"
"('14330_255',)","('192.168.220.51',)",1.0,"('14330_255',)"
"('13690_173',)","('192.168.210.45',)",1.0,"('13690_173',)"
"('14156_232',)","('192.168.220.48',)",1.0,"('14156_232',)"
"('14405_2',)","('192.168.220.48',)",1.0,"('14405_2',)"
"('13022_2',)","('192.168.220.51',)",1.0,"('13022_2',)"
"('12161_247',)","('192.168.210.57',)",1.0,"('12161_247',)"
"('12703_99',)","('192.168.210.55',)",1.0,"('12703_99',)"
"('11733_33',)","('192.168.220.49',)",1.0,"('11733_33',)"
"('14493_127',)","('192.168.220.51',)",1.0,"('14493_127',)"
"('10166_37',)","('192.168.220.49',)",1.0,"('10166_37',)"
"('10088_191',)","('192.168.210.53',)",1.0,"('10088_191',)"
"('12685_235',)","('192.168.220.51',)",1.0,"('12685_235',)"
"('10088_187',)","('192.168.220.47',)",1.0,"('10088_187',)"
"('14574_40',)","('192.168.220.51',)",1.0,"('14574_40',)"
"('14190_146',)","('192.168.220.51',)",1.0,"('14190_146',)"
"('11729_91',)","('192.168.220.51',)",1.0,"('11729_91',)"
"('14261_252',)","('192.168.210.48',)",1.0,"('14261_252',)"
"('10088_208',)","('192.168.220.51',)",1.0,"('10088_208',)"
"('13076_159',)","('192.168.220.45',)",1.0,"('13076_159',)"
"('11584_2',)","('192.168.220.51',)",1.0,"('11584_2',)"
"('14219_37',)","('192.168.220.51',)",1.0,"('14219_37',)"
"('12943_248',)","('192.168.210.47',)",1.0,"('12943_248',)"
"('14132_36',)","('192.168.220.51',)",1.0,"('14132_36',)"
"('13823_18',)","('192.168.220.43',)",1.0,"('13823_18',)"
"('14511_99',)","('192.168.210.47',)",0.953125,"('14511_99',)"
"('12435_228',)","('192.168.210.53',)",1.0,"('12435_228',)"
"('10712_191',)","('192.168.210.52',)",0.9285714285714286,"('10712_191',)"
"('11510_159',)","('192.168.220.50',)",1.0,"('11510_159',)"
"('10660_51',)","('192.168.220.47',)",1.0,"('10660_51',)"
"('11605_98',)","('192.168.220.51',)",1.0,"('11605_98',)"
"('10286_163',)","('192.168.220.50',)",1.0,"('10286_163',)"
"('10416_76',)","('192.168.220.43',)",1.0,"('10416_76',)"
"('10003_106',)","('192.168.220.51',)",1.0,"('10003_106',)"
"('10003_51',)","('192.168.220.51',)",1.0,"('10003_51',)"
"('13239_133',)","('192.168.210.54',)",1.0,"('13239_133',)"
"('12712_50',)","('192.168.220.51',)",1.0,"('12712_50',)"
"('10698_157',)","('192.168.210.55',)",0.9805825242718447,"('10698_157',)"
"('13346_32',)","('192.168.220.51',)",1.0,"('13346_32',)"
"('11952_193',)","('192.168.220.51',)",1.0,"('11952_193',)"
"('11676_117',)","('192.168.210.53',)",1.0,"('11676_117',)"
"('14537_242',)","('192.168.220.51',)",1.0,"('14537_242',)"
"('10030_163',)","('192.168.220.42',)",0.9004524886877828,"('10030_163',)"
"('11453_45',)","('192.168.220.51',)",1.0,"('11453_45',)"
"('13236_133',)","('192.168.210.48',)",1.0,"('13236_133',)"
"('14096_221',)","('192.168.210.57',)",1.0,"('14096_221',)"
"('13613_70',)","('192.168.220.51',)",1.0,"('13613_70',)"
"('14022_8',)","('192.168.220.50',)",1.0,"('14022_8',)"
"('14563_80',)","('192.168.220.51',)",1.0,"('14563_80',)"
"('13491_83',)","('192.168.220.50',)",1.0,"('13491_83',)"
"('12116_204',)","('192.168.220.42',)",1.0,"('12116_204',)"
"('13502_37',)","('192.168.220.43',)",1.0,"('13502_37',)"
"('11927_84',)","('192.168.220.49',)",1.0,"('11927_84',)"
"('14401_2',)","('192.168.220.48',)",1.0,"('14401_2',)"
"('13379_49',)","('192.168.220.48',)",1.0,"('13379_49',)"
"('13409_202',)","('192.168.220.47',)",0.96875,"('13409_202',)"
"('14093_131',)","('192.168.220.51',)",1.0,"('14093_131',)"
"('13155_70',)","('192.168.220.51',)",1.0,"('13155_70',)"
"('10244_145',)","('192.168.210.53',)",1.0,"('10244_145',)"
"('13607_234',)","('192.168.220.45',)",1.0,"('13607_234',)"
"('13831_172',)","('192.168.220.48',)",1.0,"('13831_172',)"
"('14192_159',)","('192.168.220.51',)",1.0,"('14192_159',)"
"('14494_70',)","('192.168.220.49',)",1.0,"('14494_70',)"
"('13637_86',)","('192.168.220.51',)",0.9350180505415162,"('13637_86',)"
"('11808_161',)","('192.168.220.51',)",1.0,"('11808_161',)"
"('10058_130',)","('192.168.210.47',)",1.0,"('10058_130',)"
"('13307_252',)","('192.168.220.47',)",1.0,"('13307_252',)"
"('12674_71',)","('192.168.220.48',)",1.0,"('12674_71',)"
"('13016_166',)","('192.168.220.50',)",1.0,"('13016_166',)"
"('10054_151',)","('192.168.210.57',)",1.0,"('10054_151',)"
"('12246_8',)","('192.168.220.42',)",0.9797979797979798,"('12246_8',)"
"('11084_93',)","('192.168.220.49',)",1.0,"('11084_93',)"
"('12166_169',)","('192.168.220.51',)",1.0,"('12166_169',)"
"('12055_225',)","('192.168.210.56',)",1.0,"('12055_225',)"
"('12817_196',)","('192.168.210.57',)",1.0,"('12817_196',)"
"('12236_45',)","('192.168.220.51',)",1.0,"('12236_45',)"
"('12746_165',)","('192.168.220.51',)",1.0,"('12746_165',)"
"('12986_243',)","('192.168.220.51',)",1.0,"('12986_243',)"
"('12733_147',)","('192.168.220.51',)",1.0,"('12733_147',)"
"('11926_102',)","('192.168.220.49',)",1.0,"('11926_102',)"
"('13336_58',)","('192.168.220.47',)",1.0,"('13336_58',)"
"('11967_252',)","('192.168.220.47',)",1.0,"('11967_252',)"
"('14444_119',)","('192.168.220.50',)",1.0,"('14444_119',)"
"('14174_65',)","('192.168.220.51',)",1.0,"('14174_65',)"
"('11922_96',)","('192.168.220.51',)",1.0,"('11922_96',)"
"('13213_228',)","('192.168.220.46',)",1.0,"('13213_228',)"
"('10085_147',)","('192.168.220.51',)",1.0,"('10085_147',)"
"('13670_254',)","('192.168.220.51',)",1.0,"('13670_254',)"
"('12002_76',)","('192.168.220.47',)",1.0,"('12002_76',)"
"('14040_136',)","('192.168.220.50',)",1.0,"('14040_136',)"
"('10088_44',)","('192.168.220.51',)",1.0,"('10088_44',)"
"('14330_44',)","('192.168.220.51',)",1.0,"('14330_44',)"
"('14183_97',)","('192.168.220.51',)",1.0,"('14183_97',)"
"('11662_84',)","('192.168.220.51',)",1.0,"('11662_84',)"
"('13730_93',)","('192.168.210.54',)",1.0,"('13730_93',)"
"('10906_97',)","('192.168.220.47',)",1.0,"('10906_97',)"
"('14188_97',)","('192.168.220.51',)",1.0,"('14188_97',)"
"('10011_132',)","('192.168.100.20',)",1.0,"('10011_132',)"
"('14379_144',)","('192.168.220.47',)",1.0,"('14379_144',)"
"('13184_115',)","('192.168.210.49',)",1.0,"('13184_115',)"
"('12486_238',)","('192.168.210.52',)",1.0,"('12486_238',)"
"('10021_188',)","('192.168.220.51',)",1.0,"('10021_188',)"
"('14171_6',)","('192.168.220.51',)",1.0,"('14171_6',)"
"('10088_98',)","('192.168.220.51',)",1.0,"('10088_98',)"
"('13215_218',)","('192.168.220.46',)",1.0,"('13215_218',)"
"('10022_144',)","('192.168.220.51',)",1.0,"('10022_144',)"
"('13049_193',)","('192.168.210.56',)",1.0,"('13049_193',)"
"('192.168.200.1',)","('192.168.220.51',)",1.0,"('192.168.200.1',)"
"('11681_180',)","('192.168.210.54',)",0.9963998305802626,"('11681_180',)"
"('192.168.200.2',)","('192.168.220.51',)",1.0,"('192.168.200.2',)"
"('14172_51',)","('192.168.220.51',)",1.0,"('14172_51',)"
"('13053_106',)","('192.168.210.56',)",1.0,"('13053_106',)"
